funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000.00,Salida,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,Program,Trust Action Grant,,,,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1000.00,Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",2000.00,Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1200.00,Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1000.00,Buena Vista,Matching,,,,,,
The Colorado Trust,2013,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,11876.00,Salida,Program,Convening for Colorado,4/8/13,,,,
Gates Family Foundation,2013,Heart of Colorado,Custer,All Aboard Westcliffe,50000.00,Westcliffe,Building purchase,Community Development & Revitalization,4/5/12,,,,
Gates Family Foundation,2013,Heart of Colorado,Custer,Town of Westcliffe,40000.00,Westcliffe,Land Purchase,Parks-Conservation-Recreation,4/4/13,,,,
Gates Family Foundation,2013,Heart of Colorado,Park,South Park Historical Foundation,30000.00,Fairplay,Renovation,Arts and Culture,4/7/11,,,,
Gates Family Foundation,2013,Heart of Colorado,Teller,"Old Homestead House Museum, Inc.",25000.00,Cripple Creek,Building purchase,Community Development & Revitalization,6/11/12,,,,
Adolph Coors Foundation,2009,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,General Operating,Children and Youth Services,,,,,
Adolph Coors Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,10000.00,Buena Vista,Program,Children and Youth Services,,,,,
Adolph Coors Foundation,2009,Heart of Colorado,Chaffee,"Colorado Farm To Table, Inc.",50000.00,Salida,Program,Human Services,,,,,
Adolph Coors Foundation,2009,Heart of Colorado,Fremont,Fremont County Friendly Visitors,4000.00,Canon City,General Operating,Human Services,,,,,
Adolph Coors Foundation,2009,Heart of Colorado,Custer,Outdoor Buddies,5000.00,Westcliffe,General Operating,Human Services,,,,,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,CO Lions Camp,25000.00,Woodland Park,Capital,,,,,,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,Help The Needy,10000.00,Woodland Park,General Operating,,,,,,
Adolph Coors Foundation,2010,Heart of Colorado,Custer,Lighthouse Resource and Pregnancy Center,25000.00,Westcliffe,Capital,,,,,,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,Woodland Park Pregnancy Center,5000.00,Woodland Park,General Operating,,,,,,
Adolph Coors Foundation,2011,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,General Operating,,,,,,
Adolph Coors Foundation,2011,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,10000.00,Salida,General Operating,,,,,,
Adolph Coors Foundation,2011,Heart of Colorado,Fremont,Boys & Girls of Fremont County,10000.00,Canon City,General Operating,,,,,,
Adolph Coors Foundation,2011,Heart of Colorado,Custer,Cross D Bar Recreation Center,5000.00,Westcliffe,General Operating,,,,,,
Adolph Coors Foundation,2012,Heart of Colorado,Teller,Community Coalition for Families & Children,10000.00,Divide,General Operating,"Community, Public Affairs",,,,,
Adolph Coors Foundation,2012,Heart of Colorado,Teller,"Prospect Home Care- Hospice, Inc.",10000.00,Woodland Park,General Operating,Hospice,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000.00,Cotopaxi,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Park,Boys and Girls Club of South Park,5000.00,Fairplay,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,5000.00,Salida,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Chaffee Housing Trust,5000.00,Salida,General Operating,"Housing, Homeless shelters",,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Community Partnership Family Resource Center,7500.00,Divide,General Operating,,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Cresson Dance,5000.00,Cripple Creek,Student Aid/Scholarship,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Help the Needy,5000.00,Woodland Park,General Operating,Human Services,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Little Chapel Food Pantrry,5000.00,Divide,General Operating,Human Services,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Park,Mountain Peace Shelter,5000.00,Bailey,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers/The Chaffee Shuttle,7500.00,Salida,General Operating,,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Fremont,Office of the District Attorney 11th Judicial District,2500.00,Canon City,Program,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,7500.00,Fairplay,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Salida Senior Daycare,5000.00,Salida,General Operating,,,,,,
Anschutz Family Foundation,2009,Heart of Colorado,Custer,"Wet Mountain Valley Community Service, Inc.",4000.00,Westcliffe,General Operating,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Heart of Colorado Rural Philanthropy Days Regional Coordination,5000.00,Salida,Program,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Park Avenue Child Center,5000.00,Canon City,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Park,South Park Early Childhood System,5000.00,Fairplay,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Chaffee Housing Trust,5000.00,Salida,General Operating,"Housing, Homeless shelters",,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,5000.00,Florence,General Operating,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Canon City,General Operating,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Park,"South Park Seniors, Inc.",5000.00,Fairplay,Program,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Custer,"Valley Assisted Living, Inc.",5500.00,Silver Cliff,Capital,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,5000.00,Salida,General Operating,,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",5000.00,Canon City,Program,Abuse & Neglect Prevention,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Park,Mountain Peace Shelter,5000.00,Bailey,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.",5000.00,Canon City,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,5000.00,Salida,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Park,Bristlecone Montessori School,5000.00,Alma,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Park Avenue Child Center,5000.00,Canon City,Program,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Park,South Park Early Childhood System,5000.00,Fairplay,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,Excellence in Education Committee and Designated Fund,3500.00,Westcliffe,Program,Education,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,The Grainery Ministries,5000.00,Salida,General Operating,"Food, Agriculture, Nutrition",,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Help the Needy,6000.00,Woodland Park,General Operating,Emergency Assistance      ,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000.00,Cotopaxi,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,5000.00,Salida,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Hospice,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,5000.00,Fairplay,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,"The Canon City Golden Age Council, Inc.",5000.00,Canon City,General Operating,,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,The Florence Senior Center,5000.00,Florence,General Operating,,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Canon City,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,VALI Residence and VALI Home Care,5000.00,Silver Cliff,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,"Boys and Girls Club of Fremont County, Inc.",5000.00,Canon City,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Family and Youth Initiatives,5000.00,Salida,Program,Children and Youth Services,,,,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Development Training Services,10000.00,Canon City,Capital,,,,,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000.00,Florence,Capital,,,,,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,20000.00,Canon City,,,,,,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Friends of Penrose Community Library,25000.00,Penrose,Capital,,,,,,
Boettcher Foundation,2009,Heart of Colorado,Chaffee,Heart of the Rockies Medical Center,50000.00,Salida,Capital,,,,,,
Boettcher Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,10000.00,Salida,Capital,,,,,,
Boettcher Foundation,2010,Heart of Colorado,Custer,Custer 2020,75000.00,Westcliffe,Capital,,,,,,
Caring for Colorado Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Health and Human Services,100000.00,Salida,General Operating,,,,,,
Caring for Colorado Foundation,2009,Heart of Colorado,Fremont,"RAMROD, dba Arkansas Valley Ambulance",33902.00,Cotopaxi,General Operating,,,,,,
Caring for Colorado Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,48420.00,Fairplay,General Operating,Health                                                                     ,,,,,
Caring for Colorado Foundation,2009,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,5000.00,Cripple Creek,General Operating,,,,,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,38800.00,Salida,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,20000.00,Salida,Not Provided,,,,,,
Caring for Colorado Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,49730.00,Fairplay,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,"Salida Hospital Foundation, dba: Heart of the Rockies Regional Medical Cent",50000.00,Salida,Not Provided,Health                                                                     ,,,,,
Caring for Colorado Foundation,2010,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,8000.00,Cripple Creek,Not Provided,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",18000.00,Canon City,Program,Human Services,,,,,
Caring for Colorado Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,50000.00,Cripple Creek,Capital,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,50000.00,Fairplay,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,Colorado Health Initiatives Colorado Foundation,49408.00,Canon City,Capital,Health                                                                     ,,,,,
Caring for Colorado Foundation,2012,Heart of Colorado,Fremont,Fremont County Public Health Agency,30540.00,Ca–on City,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Heart of Colorado,Teller,"Prospect Home Care and Hospice, Inc.",25000.00,Woodland Park,Program,Health,992 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Heart of Colorado,Fremont,"RAMROD, Inc.",50000.00,Cotopaxi,Program,Health,994 dated Oct 2011 through Sept 2012 ,,,,
Daniels Fund,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Children and Youth Services,,,,,
Daniels Fund,2009,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000.00,Canon City,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2009,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",10000.00,Canon City,General Operating,Human Services,,,,,
Daniels Fund,2009,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,,,,,
Daniels Fund,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,13680.00,Salida,General Operating,"Philanthropy, Volunteerism, Grants",,,,,
Daniels Fund,2009,Heart of Colorado,Park,Platte Canyon School District RE-1,3000.00,Bailey,Other,Education,,,,,
Daniels Fund,2009,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",15000.00,Salida,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2009,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",10000.00,Woodland Park,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,8000.00,Canon City,Other,Education,,,,,
Daniels Fund,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000.00,Florence,Other,"Community, Public Affairs",,,,,
Daniels Fund,2010,Heart of Colorado,Fremont,Rocky Mountain Behavioral Health,10000.00,Canon City,Program,Health                                                                     ,,,,,
Daniels Fund,2010,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,,,,,
Daniels Fund,2010,Heart of Colorado,Teller,Little Chapel of the Hills,8500.00,Divide,Program,Human Services,,,,,
Daniels Fund,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000.00,Canon City,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2011,Heart of Colorado,Fremont,Fremont Regional Hospice,12000.00,Canon City,Program,Hospice,,,,,
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",10000.00,Salida,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000.00,Salida,General Operating,"Community, Public Affairs",,,,,
Daniels Fund,2011,Heart of Colorado,Park,Park County School District RE-2,20000.00,Fairplay,Program,Education,,,,,
