funder,year,region,county,nonprofit,amount,city,type,category
AV Hunter Trust,2013,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Youth,8/29/13
AV Hunter Trust,2013,Western Slope,Mesa,"Mesa County RSVP, Inc.",15000,Grand Junction,General Operating,Seniors,11/18/13
AV Hunter Trust,2013,Western Slope,Mesa,Western Slope Center for Children,2500,Grand Junction,General Operating,Youth,12/19/13
Boettcher Foundation,2013,Western Slope,Mesa,"The Avalon Theatre Foundation, Inc.",50000,Grand Junction,Capital,Arts & Culture,7/11/2013
Boettcher Foundation,2013,Western Slope,Garfield,Garfield County Public Library Foundation,20000,Rifle,Capital,Community ,7/11/2013
Boettcher Foundation,2013,Western Slope,Pitkin,Aspen Historical Society,10000,Aspen,Capital,Arts & Culture,7/11/2013
Caring for Colorado Foundation,2013,Western Slope,Delta,All American FAMILIES PLUS,32000,Delta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,41339,Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,41339,Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Hilltop Community Resources,35000,Grand Junction,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,"Marillac Clinic, Inc.",85000,Grand Junction,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,41339,Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Eagle,Samaritan Center of the Rockies,30000,Edwards,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,"Family Visitor Program of Garfield County Inc., DBA Family Visitor Programs",89800,Glenwood Springs,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,Garfield County Public Health,52364,Rifle,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,30000,Glenwood Springs,,,10/1/12
Caring for Colorado Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,100000,Glenwood Springs,Technical Assistance,,8/14/13
Daniels Fund,2013,Western Slope, Delta , City of Delta ,50000, Delta , Capital Campaign , Aging ,6/21/13
Daniels Fund,2013,Western Slope, Mesa ," Boy Scouts of America, Western Colorado Council ",30000, Grand Junction , General Operating Support , Youth Development ,9/16/13
Daniels Fund,2013,Western Slope, Mesa , Hilltop Health Services Corporation ,30000, Grand Junction , Program / Project , Homeless and Disadvantaged ,7/15/13
Daniels Fund,2013,Western Slope, Mesa , Hospice & Palliative Care of Western Colorado ,50000, Grand Junction , Capital Campaign , Aging ,6/21/13
Daniels Fund,2013,Western Slope, Mesa , Hospice & Palliative Care of Western Colorado ,2500, Grand Junction , Program / Project , Youth Development ,5/29/13
Daniels Fund,2013,Western Slope, Mesa ," Mesa Developmental Services, dba Strive ",25000, Grand Junction , Program / Project , Disabilities ,7/15/13
Daniels Fund,2013,Western Slope, Mesa ," Mesa Youth Services, Incorporated, dba Mesa County Partners ",2500, Grand Junction , General Operating Support , Youth Development ,5/29/13
Daniels Fund,2013,Western Slope,Eagle,"Early Childhood Partners, Incorporated",20000,Eagle,Program / Project,Early Childhood Education,2/4/13
Daniels Fund,2013,Western Slope,Eagle,SOS Outreach,15000,Avon,General Operating Support,Amateur Sports,7/15/13
Daniels Fund,2013,Western Slope,Garfield,"Computers for Kids Foundation, dba YouthEntity",47500,Carbondale,Program / Project,Youth Development,9/16/13
Daniels Fund,2013,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty (Lift-Up),25000,Rifle,General Operating Support,Homeless and Disadvantaged,9/16/13
Daniels Fund,2013,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,25000,Glenwood Springs,Program / Project,Early Childhood Education,1/7/13
Daniels Fund,2013,Western Slope,Pitkin,The Buddy Program,10000,Aspen,Program / Project,Youth Development,4/1/13
El Pomar Foundation,2013,Western Slope,Delta,Blue Sage Center,5000,Paonia,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Western Slope,Delta,City of Delta,25000,Delta,Capital,Civic and Community,8/20/13
El Pomar Foundation,2013,Western Slope,Delta,Creamery Arts Center,1500,Hotchkiss,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Delta,Delta County Citizens for Animal Welfare and Shelter,10000,Paonia,General Operating,Civic and Community,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Community Food Bank,5000,Grand Junction,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Doors 2 Success,1500,Grand Junction,Program,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Kids Aid,2500,Grand Junction,Program,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Girls on the Run of the Grand Valley,5000,Grand Junction,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,5000,Grand Junction,Program,Health,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Karis, Inc.",5000,Grand Junction,Program,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa State College Foundation,5000,Grand Junction,Program,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Mesa Youth Services, Inc.",2500,Grand Junction,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Riverside Educational Center,2500,Grand Junction,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Western Council Boy Scouts of America,2500,Grand Junction,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Avalon Theatre Foundation, Inc.",50000,Grand Junction,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Grand Junction Imagination Library,5000,Grand Junction,Program,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa Developmental Services,10000,Grand Junction,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Western Council Boy Scouts of America,7500,Grand Junction,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,"Child and Migrant Services, Inc.",7500,Palisade,General Operating,Human Services,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa State College Foundation,75000,Grand Junction,Program,Education,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Colorado Mesa University,50000,Grand Junction,Program,Civic and Community,2/27/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa County Library District,50000,Grand Junction,Capital,Education,2/27/13
El Pomar Foundation,2013,Western Slope,Mesa,"Mesa Youth Services, Inc.",20000,Grand Junction,Program,Human Services,2/27/13
El Pomar Foundation,2013,Western Slope,Eagle,Red Ribbon Project,2500,Avon,General Operating,Health,12/17/13
El Pomar Foundation,2013,Western Slope,Eagle,"Eagle River Watershed Council, Inc.",2500,Avon,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Eagle Valley Land Trust,5000,Edwards,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Literacy Project,2500,Minturn,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Vail Valley Foundation,2500,Vail,Program,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Walking Mountains,2500,Avon,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,"Early Childhood Partners, Inc.",2000,Eagle,Program,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Eagle,The Foundation of Trustees for the Family Learning Center,5000,Edwards,General Operating,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Eagle,"Habitat for Humanity of Eagle and Lake Counties, Inc.",25000,Avon,Capital,Human Services,5/8/13
El Pomar Foundation,2013,Western Slope,Eagle,Can Do Multiple Sclerosis,5000,Edwards,General Operating,Health,2/27/13
El Pomar Foundation,2013,Western Slope,Garfield,Access Roaring Fork,5000,Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Computers for Kids Foundation,10000,Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Computers for Kids Foundation,2500,Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty,10000,Rifle,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Mountain Valley Developmental Services,10000,Glenwood Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Carbondale Clay Center,1500,Carbondale,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Garfield,Windwalkers Equine Assisted Learning and Therapy Center,1000,Carbondale,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Western Slope,Garfield,Colorado West Inc.,20000,Glenwood Springs,Program,Health,2/27/13
El Pomar Foundation,2013,Western Slope,Garfield,Garfield County Public Library Foundation,10000,Rifle,Capital,Education,2/27/13
El Pomar Foundation,2013,Western Slope,Pitkin,Pathfinders,10000,Aspen,General Operating,Education,12/17/13
El Pomar Foundation,2013,Western Slope,Pitkin,"Woody Creek Community Center, Inc",2500,Woody Creek,Program,Health,9/29/13
El Pomar Foundation,2013,Western Slope,Pitkin,Aspen Community Foundation,3000,Aspen,Program,Education,8/20/13
Gates Family Foundation,2013,Western Slope,Delta,City of Delta,25000,Delta,Renovation,Parks-Conservation-Recreation,9/6/13
Gates Family Foundation,2013,Western Slope,Delta,High Country News,22500,Paonia,Small Operating Grant,Community Development & Revitalization,12/8/10
Gates Family Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach,75000,Grand Junction,Construction,"Well-being of Children, Youth & Families",6/12/13
Gates Family Foundation,2013,Western Slope,Mesa,Mesa County Public Library District,50000,Grand Junction,Construction,Arts and Culture,12/12/12
Gates Family Foundation,2013,Western Slope,Mesa,Tamarisk Coalition,30000,Grand Junction,Conference/Seminar,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Western Slope,Garfield,City of Rifle,50000,Rifle,Renovation,Community Development & Revitalization,4/7/11
Gates Family Foundation,2013,Western Slope,Garfield,City of Rifle,30000,Rifle,Renovation,Community Development & Revitalization,4/7/11
Gates Family Foundation,2013,Western Slope,Garfield,Sonoran Institute,101500,Glenwood Springs,Operating,Community Development & Revitalization,4/5/12
Helen and Arthur Johnson Foundation,2013,Western Slope,Delta,College For Every Student Inc,60000,Essex,Program,Supplementary Education,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,22500,Grand Junction,General Operating,Comprehensive Assistance,12/5/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,100000,Grand Junction,Capital/Special Project Support,Comprehensive Assistance,12/6/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Hilltop Health Services Corporation,20000,Grand Junction,General Operating,Comprehensive Assistance,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Marillac Clinic Inc,15000,Grand Junction,General Operating,Public Health Programs,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Mesa Youth Service Inc,12000,Grand Junction,Capital/Special Project Support,"Mentoring, Companionship",6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Mesa Youth Service Inc,25000,Denver,General Operating,"Mentoring, Companionship",6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Mesa,Western Slope Center For Children,10000,Grand Junction,General Operating,Child Abuse,12/9/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Advocate Safehouse Project,12500,Glenwood Springs,General Support,Domestic Violence,12/5/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Colorado Mountain College Foundation Inc,50000,Glenwood Springs,Program,Public Higher,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Columbine Home Health,15000,Glenwood Springs,General Operating,Home Health Care,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Family Visitor Program Of Garfield County Inc,20000,Glenwood Springs,General Operating,Child Abuse Prevention,6/20/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Mpower,10000,New Castle,General Operating,Youth Development,12/6/13
Helen and Arthur Johnson Foundation,2013,Western Slope,Garfield,Youthzone,20000,Glenwood Springs,General Operating,Youth Development,12/6/13
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,"Delta Montrose Technical College, Early Childhood Department",2500,Delta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Family Literacy and Resource Center,14000,Delta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Little Sprouts Community Preschool,12000,Cedaredge,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,North Fork Community Montessori School,15000,Hotchkiss,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Preschool Backpack Program,14000,Delta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Firefly Autism,125000,Denver,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Grand Junction Imagination Library,5000,Grand Junction,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Hilltop - Family First,30000,Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Hilltop - Get Real,50000,Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Mesa County Partnership for Children and Families (EC Council),25000,Grand Junction,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Mesa District Group of CAEYC,40632.73,Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,St. Mary's Hospital Foster Grandparent Program,10000,Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Eagle Valley Child Care Association,40000,Vail,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Early Childhood Partners,18000,Eagle,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Growing Years School,10000,Basalt,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Red Ribbon Project,8000,Avon,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Youth Foundation,30000,Vail,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Children's Mini College,10000,Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Early Childhood Network,15000,Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Family Visitor Programs,65000,Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Garfield County Libraries,20000,Rifle,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Grand Valley Center for Family Learning,8925,Parachute,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Manaus Fund,20000,Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Mount Sopris Montessori School,10000,Carbondale,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Mount Sopris Montessori School,15000,Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,New Creation Preschool,10000,Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,New Creation Preschool,5000,Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Roaring Fork Family Resource Centers,25000,Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,15000,Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Rural Resort Region Early Childhood Council,45000,Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Yampah Mountain High School,25000,Glenwood Springs,Program,Early Childhood,
The Colorado Health Foundation,2013,Western Slope,Delta,Needlerock Family Health Outreach Clinic,47000,Crawford,Program,,1/17/13
The Colorado Health Foundation,2013,Western Slope,Delta,Families Plus,51447,Delta,Program,,10/10/13
The Colorado Health Foundation,2013,Western Slope,Mesa,"Hilltop Community Resources, Inc.",419204,Grand Junction,Program,,6/20/13
The Colorado Health Foundation,2013,Western Slope,Mesa,Mesa County Health Department,1057,Grand Junction,Capacity Building,,6/4/13
The Colorado Health Foundation,2013,Western Slope,Mesa,"Marillac Clinic, Inc.",503378,Grand Junction,Program,,6/20/13
The Colorado Health Foundation,2013,Western Slope,Mesa,Mesa County Valley School District 51,265934,Grand Junction,Capital,,10/24/13
The Colorado Health Foundation,2013,Western Slope,Eagle,Eagle County Public Health Department,222666,Eagle,Program,,3/4/13
The Colorado Health Foundation,2013,Western Slope,Garfield,Colorado Mountain College Foundation,559276,Glenwood Springs,Program,,2/21/13
The Colorado Health Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,899063,Glenwood Springs,Program,,5/23/13
The Colorado Trust,2013,Western Slope,Delta,All American Families,5000,Delta,General Operating,Western Slope RPD,8/20/13
The Colorado Trust,2013,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.",5000,Grand Junction,General Operating,Western Slope RPD,8/20/13
The Colorado Trust,2013,Western Slope,Mesa,"Western Colorado Health Network, Inc.",1000,Grand Junction,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,Western Slope,Eagle,Eagle County Health and Human Services,1000,Eagle,Program,Health Equity Learning Series,5/29/13
The Colorado Trust,2013,Western Slope,Garfield,Garfield County Public Health,1000,Glenwood Springs,Program,Health Equity Learning Series,5/22/13
El Pomar Foundation,2014,Western Slope,Pitkin ,Aspen Community Foundation,3000,Aspen,Program,Education,8/20/13,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Pitkin,"Buddy Program, The",10000,Aspen,General Operating,,7/31/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Center for Enriched Communications, Inc.",1500,Grand Junction,Program,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Colorado Mesa University,175000,Grand Junction,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Colorado Riverfront Foundation,2500,Grand Junction,Program,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Community Food Bank,5000,Grand Junction,General Operating,Human Services,12/17/13,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Court Appointed Special Advocates of Mesa County,2500,Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Grand Valley Catholic Outreach, Inc.",50000,Grand Junction,Capital,Human Services,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Hilltop Health Services Corporation,2500,Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Homeward Bound of the Grand Valley,7500,Grand Junction,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Hospice and Palliative Care of Western Colorado,2500,Grand Junction,Program,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"John McConnell Math & Science Center of Western Colorado, Inc.",2500,Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Kids Voting Mesa County,2500,Grand Junction,Program,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Kids Voting Mesa County,2500,Grand Junction,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Mesa State College Foundation,225000,Grand Junction,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Mesa State College Foundation,90700,Grand Junction,Program,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Mesa Youth Services, Inc.",2500,Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,5000,Grand Junction,General Operating,Education,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,3500,Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,2500,Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Western Slope Center for Children,5000,Grand Junction,General Operating,Human Services,7/24/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,"John McConnell Math & Science Center of Western Colorado, Inc.",15000,Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,"Mesa Youth Services, Inc dba mesa county Partners",15000,Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,Riverside Education Center,10000,Grand Junction,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,St. Mary's Foster Grandparent Program,7500,Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,CASA of Mesa County,8000,Grand Junction,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Girls on the Run of Western Colorado,5000,Grand Junction,General Operating,Outdoor Programs,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Habitat for Humanity of Mesa County,10000,Grand Junction,Program,Low Income Housing,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Homeward Bound of the Grand Valley,10000,Grand Junction,General Operating,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,"Karis, Inc.",10000,Grand Junction,Program,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Kids Aid,7500,Grand Junction,General Operating,Food/Shelter/Homeless,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Mesa County Partners,7500,Montrose,General Operating,Youth Development,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Mesa County Partnership for Children and Families,5000,Grand Junction,General Operating,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,"Mesa County RSVP, Inc.",10000,Grand Junction,General Operating,Senior Programs,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,St. Mary's Senior Companion/Foster Grandparent Programs,5000,Grand Junction,General Operating,Senior Programs,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Counseling and Education Center,7500,Grand Junction,General Operating,Indigent,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,Program Support,Youth,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Western Slope Center for Children,7500,Grand Junction,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Grand Valley Catholic Outreach,5000,Grand Junction,General Operating,Indigent,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,"Mesa County RSVP, Inc.",15000,Grand Junction,General Operating,Senior,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,"Pro Bono Project of Mesa County, Inc.",5000,Grand Junction,General Operating,Indigent,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,"Homeward Bound of the Grand Valley, Inc.",75000,Grand Junction,Capital,Social Service,11/1/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,"The Avalon Theatre Foundation, Inc.",5000,Grand Junction,Capital,Arts & Culture,8/1/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,Colorado Mesa University,150000,Grand Junction,Capital,Education,4/1/14,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Girls on the Run of the Grand Valley,15000,Grand Junction,General Operating,Amateur Sports,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Grand Valley Catholic Outreach Incorporated,200000,Grand Junction,Capital,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,HopeWest,100000,Grand Junction,Program,Aging,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,HopeWest,1250,Grand Junction,Program,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,"Karis, Incorporated",20000,Grand Junction,Program,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Mesa County Government,300000,Grand Junction,Capital,Amateur Sports,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Mesa County Partnership for Children and Families,35000,Grand Junction,Program,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,"Mesa Youth Services, Incorporated",2500,Grand Junction,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Riverside Educational Center,30000,Grand Junction,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Saint Mary's Hospital Development Foundation,65000,Grand Junction,Program,Aging,,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Mesa,Grand Valley Catholic Outreach,25000,Grand Junction,Program,Health,10/2/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Access Roaring Fork,5000,Carbondale,General Operating,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Aspen to Parachute Dental Health Alliance,5000,Glenwood Springs,General Operating,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Carbondale Community Nonprofit Center,5000,Carbondale,General Operating,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"Colorado Mountain College Foundation, Inc.",13700,Glenwood Springs,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Habitat for Humanity of the Roaring Fork Valley,2500,Glenwood Springs,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Literacy Outreach,2500,Glenwood Springs,General Operating,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"River Bridge Regional Center, Inc.",5000,Glenwood Springs,General Operating,Human Services,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"River Bridge Regional Center, Inc.",5000,Glenwood Springs,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Solar Energy International,5000,Paonia,Program,Civic and Community,7/24/14,,,,,,,,,,
