Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
The Colorado Trust,2013,Northeast,Yuma,Rural Communities Resource Center,"$15,439.00",Yuma,Program,Convening for Colorado,4/30/13
The Colorado Trust,2013,Northeast,Yuma,Yuma District Hospital,"$1,000.00",Yuma,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,Northwest,Grand,"Grand County Council On Aging, Inc","$5,000.00",Granby,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Grand,Grand County Rural Health Network Inc.,"$20,000.00",Hot Sulphur Springs,Program,Convening for Colorado,12/4/13
The Colorado Trust,2013,Northwest,Routt,"Reaching Everyone Preventing Suicide, Inc.","$5,000.00",Steamboat Springs,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Routt,Rocky Mountain Youth Corps,"$5,000.00",Steamboat Springs,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,"$11,158.00",Alamosa,Program,Convening for Colorado,2/22/13
The Colorado Trust,2013,San Luis Valley,Alamosa,Lutheran Hospital Association of the San Luis Valley,"$1,000.00",Alamosa,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,San Luis Valley,Rio Grande,"High Valley Community Center, Inc","$11,970.00",Del Norte,Program,Convening for Colorado,1/16/13
The Colorado Trust,2013,San Juan,Gunnison,Gunnison/Hinsdale Confidential Advocacy Center,"$5,000.00",Gunnison,General Operating,Western Slope RPD,8/22/13
The Colorado Trust,2013,San Juan,Montrose,"Haven House Of Montrose, Inc.","$5,000.00",Olathe,General Operating,Western Slope RPD,8/20/13
The Colorado Trust,2013,San Juan,Montrose,Hispanic Affairs Project,"$1,000.00",Montrose,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,San Juan,Montrose,Midwestern Colorado Mental Health Center,"$5,000.00",Montrose,General Operating,Western Slope RPD,8/22/13
The Colorado Trust,2013,Southeast,Otero,Southeast Behavioral Health Group,"$1,000.00",La Junta,Program,Health Equity Learning Series,6/4/13
The Colorado Trust,2013,Southwest,La Plata,Community Foundation Serving Southwest Colorado,"$15,442.00",Durango,Program,Convening for Colorado,8/5/13
The Colorado Trust,2013,Western Slope,Delta,All American Families,"$5,000.00",Delta,General Operating,Western Slope RPD,8/20/13
The Colorado Trust,2013,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.","$5,000.00",Grand Junction,General Operating,Western Slope RPD,8/20/13
The Colorado Trust,2013,Western Slope,Mesa,"Western Colorado Health Network, Inc.","$1,000.00",Grand Junction,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,Western Slope,Eagle,Eagle County Health and Human Services,"$1,000.00",Eagle,Program,Health Equity Learning Series,5/29/13
The Colorado Trust,2013,Western Slope,Garfield,Garfield County Public Health,"$1,000.00",Glenwood Springs,Program,Health Equity Learning Series,5/22/13
,,,,,"$23,160,417.05",,,,
Gates Family Foundation,2013,Northwest,Jackson,Colorado Cattlemen's Agricultural Land Trust,"$50,000.00",Walden,Land Purchase,Parks-Conservation-Recreation,6/13/11
Gates Family Foundation,2013,Northwest,Jackson,Colorado Cattlemen's Agricultural Land Trust,"$77,132.00",Walden,Land Purchase,Parks-Conservation-Recreation,6/13/11
Gates Family Foundation,2013,Northwest,Jackson,Colorado Cattlemen's Agricultural Land Trust,"$25,100.00",Walden,Land Purchase,Parks-Conservation-Recreation,6/13/11
Gates Family Foundation,2013,Northwest,Moffat,Environmental Defense Fund Inc.,"$37,500.00",Craig,Operating,Parks-Conservation-Recreation,12/12/12
Gates Family Foundation,2013,SanLuisValley,Rio Grande,Trout Unlimited/Colorado Council,"$70,000.00",Del Norte,Operating,Parks-Conservation-Recreation,12/12/12
Gates Family Foundation,2013,SanLuisValley,Rio Grande,Trout Unlimited/Colorado Council,"$70,000.00",Del Norte,Operating,Parks-Conservation-Recreation,12/12/12
Gates Family Foundation,2013,Southeast,Otero,Nature Conservancy,"$180,000.00",La Junta,Land Purchase,Parks-Conservation-Recreation,9/6/13
Gates Family Foundation,2013,Southeast,Otero,Palmer Land Trust,"$55,000.00",La Junta,Project Support,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Southeast,Otero,Rocky Mountain Bird Observatory,"$15,000.00",La Junta,Project Support,Community Development & Revitalization,4/4/13
Gates Family Foundation,2013,Southwest,Montezuma,Orton Family Foundation,"$30,000.00",Cortez,Operating,Community Development & Revitalization,12/7/11
