funder,year,region,county,nonprofit,amount,city,type,category
Colorado Health Foundation,2011,Northwest,Routt,Northwest Colorado Boces,157052.00,Steamboat Springs,Program,Health                                                                     
Colorado Health Foundation,2011,Northwest,Routt,South Routt School District RE-3,56870.00,Oak Creek,Program,Health                                                                     
Adolph Coors Foundation,2012,Northwest,Grand,Heart of the Mountains Volunteer Hospice,5000.00,Hot Sulphur Springs,General Operating,Hospice
Adolph Coors Foundation,2012,Northwest,Routt,Partners in Routt County,10000.00,Steamboat Springs,General Operating,
Adolph Coors Foundation,2012,Northwest,Grand,"Pregnancy Resource Connection, Inc.",8000.00,Granby,General Operating,Health                                                                     
Animal Assistance Foundation,2012,Northwest,Routt,Routt County Human Society,5000.00,Steamboat Springs,Program,Animal Protection and Welfare
Anschutz Family Foundation,2012,Northwest,Routt,Advocates Building Peaceful Communities,5000.00,Steamboat Springs,General Operating,"Domestic Violence Shelters, Services"
Anschutz Family Foundation,2012,Northwest,Grand,Advocates for a Violence-Free Community,5000.00,Hot Sulphur Springs,General Operating,"Domestic Violence Shelters, Services"
Anschutz Family Foundation,2012,Northwest,Grand,Fraser Creative Learning Center,4500.00,Fraser,Program,Children and Youth Services
Anschutz Family Foundation,2012,Northwest,Grand,Grand Kids,5000.00,Fraser,Program,Youth Development
Anschutz Family Foundation,2012,Northwest,Routt,Integrated Community,5000.00,Steamboat Springs,Program,"Community, Public Affairs"
Anschutz Family Foundation,2012,Northwest,Grand,Mountain Family Center,7500.00,Hot Sulphur Springs,General Operating,"Community, Public Affairs"
Anschutz Family Foundation,2012,Northwest,Routt,"Northwest Colorado Visiting Nurse Assn., Inc.",5000.00,Steamboat Springs,Program,"Community, Public Affairs"
Anschutz Family Foundation,2012,Northwest,Routt,Northwest Rocky Mountain CASA,5000.00,Steamboat Springs,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,Northwest,Routt,Partners in Routt County,5000.00,Steamboat Springs,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,Northwest,Grand,Project Sanctuary,10000.00,Granby,General Operating,"Community, Public Affairs"
Anschutz Family Foundation,2012,Northwest,Routt,"Young Tracks, Inc.",5000.00,Steamboat Springs,General Operating,Children and Youth Services
Boettcher Foundation,2012,Northwest,Routt,Horizons Specialized Services,20000.00,Steamboat Springs,Capital,Disabled Persons
Boettcher Foundation,2012,Northwest,Routt,Tread of Pioneers Museum,20000.00,Steamboat Springs,Capital,"Arts, Culture & Humanities "
Daniels Fund,2012,Northwest,Grand,Grand County Council on Aging,10000.00,Granby,Program,"Community, Public Affairs"
Daniels Fund,2012,Northwest,Routt,"Routt County Council on Aging, Inc.",10000.00,Steamboat Springs,Program,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Moffat,Advocates - Crisis Support Services,10000.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Advocates - Crisis Support Services,2000.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Routt,Advocates Against Battering and Abuse,15000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Routt,Advocates Against Battering and Abuse,5000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Routt,Advocates Against Battering and Abuse,10000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Grand,Advocates Victim Assistance Team,5000.00,Hot Sulphur Springs,General Operating,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Boys & Girls Club of Northwest Colorado,2500.00,Craig,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Moffat,Boys & Girls Club of Northwest Colorado,15000.00,Craig,Program,Education
El Pomar Foundation,2012,Northwest,Moffat,Boys & Girls Club of Northwest Colorado,5000.00,Craig,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Rio Blanco,Colorado Northwestern Community College,30000.00,Rangely,Program,Education
El Pomar Foundation,2012,Northwest,Routt,"Community Agriculture Alliance, Inc.",5000.00,Steamboat Springs,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Moffat,Community Budget Center of Craig,5000.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Community Budget Center of Craig,7500.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Friends of Moffat County Education,2000.00,Craig,General Operating,Education
El Pomar Foundation,2012,Northwest,Routt,"Friends of Perry-Mansfield, Inc.",2500.00,Steamboat Springs,Program,"Arts, Culture & Humanities "
El Pomar Foundation,2012,Northwest,Grand,"Grand County Rural Health Network, Inc.",7500.00,Hot Sulphur Springs,General Operating,Health
El Pomar Foundation,2012,Northwest,Routt,Grand Futures Prevention Coalition,5000.00,Steamboat Springs,General Operating,Human Services
El Pomar Foundation,2012,Northwest,Grand,Grand Huts Association,2500.00,Fraser,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Hayden School District RE-1,15000.00,Hayden,Capital,Education
El Pomar Foundation,2012,Northwest,Routt,Hayden School District RE-1,50000.00,Hayden,Capital,Education
El Pomar Foundation,2012,Northwest,Routt,"Horizons Specialized Services, Inc.",15000.00,Steamboat Springs,Capital,Human Services
El Pomar Foundation,2012,Northwest,Rio Blanco,Human Resources Center,1500.00,Rangely,General Operating,Human Services
El Pomar Foundation,2012,Northwest,Routt,Lift Up of Routt County,15000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Routt,Lift Up of Routt County,5000.00,Steamboat Springs,General Operating,Human Services
El Pomar Foundation,2012,Northwest,Routt,Lift Up of Routt County,5000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Routt,Lift Up of Routt County,7500.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Love Inc. of the Yampa Valley,5000.00,Craig,General Operating,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Love Inc. of the Yampa Valley,5000.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Love Inc. of the Yampa Valley,1500.00,Craig,Program,Human Services
El Pomar Foundation,2012,Northwest,Moffat,Moffat County High School,5000.00,Craig,Program,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Grand,Mountain Family Center,10000.00,Hot Sulphur Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Grand,Mountain Family Center,10000.00,Hot Sulphur Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Grand,Mountain Family Center,10000.00,Hot Sulphur Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Jackson,"North Park Medical Clinic, Inc.",1500.00,Walden,General Operating,Health
El Pomar Foundation,2012,Northwest,Jackson,"North Park Medical Clinic, Inc.",10000.00,Walden,General Operating,Health
El Pomar Foundation,2012,Northwest,Routt,North Routt Community Charter School,2500.00,Clark,General Operating,Education
El Pomar Foundation,2012,Northwest,Routt,North Routt Preschool,5000.00,Clark,General Operating,Education
El Pomar Foundation,2012,Northwest,Moffat,"Northwest Colorado Dental Coalition, Inc.",10000.00,Craig,General Operating,Health
El Pomar Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000.00,Steamboat Springs,Capital,Health
El Pomar Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000.00,Steamboat Springs,General Operating,Health
El Pomar Foundation,2012,Northwest,Routt,Partners in Routt County,2500.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Rio Blanco,"Rangely Food Bank, Inc.",1000.00,Rangely,Program,Human Services
El Pomar Foundation,2012,Northwest,Grand,Rocky Mountain Repertory Theatre,10000.00,Grand Lake,Capital,"Arts, Culture & Humanities "
El Pomar Foundation,2012,Northwest,Routt,Rocky Mountain Youth Corps,2500.00,Steamboat Springs,Program,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Rocky Mountain Youth Corps,5000.00,Steamboat Springs,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,"Routt County Council on Aging, Inc.",5000.00,Steamboat Springs,Program,Human Services
El Pomar Foundation,2012,Northwest,Grand,Shining Stars Foundation,5000.00,Tabernash,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Grand,Shining Stars Foundation,5000.00,Tabernash,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Steamboat Institute,5000.00,Steamboat Springs,Program,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Strings Music Festival,15000.00,Steamboat Springs,General Operating,"Arts, Culture & Humanities "
El Pomar Foundation,2012,Northwest,Moffat,The Memorial Hospital of Craig Foundation,1500.00,Craig,Program,Health
El Pomar Foundation,2012,Northwest,Moffat,The Memorial Hospital of Craig Foundation,1500.00,Craig,General Operating,Health
El Pomar Foundation,2012,Northwest,Moffat,The Memorial Hospital of Craig Foundation,1500.00,Craig,General Operating,Health
El Pomar Foundation,2012,Northwest,Moffat,The Memorial Hospital of Craig Foundation,15000.00,Craig,Capital,Health
El Pomar Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,10000.00,Steamboat Springs,Capital,"Arts, Culture & Humanities "
El Pomar Foundation,2012,Northwest,Routt,Yampa Valley Community Foundation,5000.00,Steamboat Springs,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Yampa Valley Medical Center,35000.00,Steamboat Springs,Capital,Health
El Pomar Foundation,2012,Northwest,Routt,Yampa Valley Partners,10000.00,Craig,General Operating,"Community, Public Affairs"
El Pomar Foundation,2012,Northwest,Routt,Yampa Valley Partners,3000.00,Craig,General Operating,"Community, Public Affairs"
Gates Family Foundation,2012,Northwest,Routt,Steamboat Springs Winter Sports Club,100000.00,Steamboat Springs,Capital,"Environment, Conservation"
Gates Family Foundation,2012,Northwest,Routt,Town of Hayden,10000.00,Hayden,General Operating,"Community, Public Affairs"
Gates Family Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,50000.00,Steamboat Springs,Capital,"Arts, Culture & Humanities "
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Routt,Boys & Girls Club Of Northwest Colorado,30000.00,Craig,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,20000.00,Steamboat Springs,Other,Health
Kenneth King Foundation,2012,Northwest,Moffat,Augusta Wallihan Chapter of Daughters for the American Revolution,1500.00,Craig,Capital,"Community, Public Affairs"
Kenneth King Foundation,2012,Northwest,Moffat,Boys and Girls Club of Northwest Colorado,2500.00,Craig,General Operating,Children and Youth Services
Kenneth King Foundation,2012,Northwest,Moffat,Friends of Moffat County Education,1000.00,Craig,Program,Education
Kenneth King Foundation,2012,Northwest,Moffat,Ridgeview Elementary,895.00,Craig,Event,Education
Kenneth King Foundation,2012,Northwest,Rio Blanco,Rio Blanco Colorado Historical Society,2500.00,Meeker,Other,
Kenneth King Foundation,2012,Northwest,Moffat,Yampa Valley Crisis Pregnancy Center,500.00,Craig,Other,Health                                                                     
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,Boys & Girls Clubs of Craig,26250.00,Craig,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Church of the Eternal Hills,15000.00,Tabernash,Other,Education
