funder,year,region,county,nonprofit,amount,city
The Colorado Health Foundation,2010,WesternSlope,Mesa,Mesa County Retired and Senior Volunteer Program,207209.00,Grand Junction
The Colorado Health Foundation,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,330000.00,Grand Junction
The Colorado Health Foundation,2010,WesternSlope,Mesa,Quality Health Network,640000.00,Grand Junction
The Colorado Health Foundation,2010,WesternSlope,Montrose,Paradox Valley School,10500.00,Paradox
The Colorado Health Foundation,2010,WesternSlope,Montrose,Northside Child Health Center,70000.00,Montrose
The Colorado Health Foundation,2010,WesternSlope,Montrose,"Voans Pace, Inc.",85600.00,Montrose
The Colorado Health Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinic,10000.00,Norwood
The Colorado Health Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,190000.00,Telluride
The Colorado Health Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinic,385055.00,Norwood
The Colorado Health Foundation,2011,WesternSlope,Mesa,Mesa County Valley School District,13500.00,Grand Junction
The Colorado Health Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,15000.00,Grand Junction
The Colorado Health Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,75000.00,Grand Junction
The Colorado Health Foundation,2011,WesternSlope,Mesa,Rocky Mountain Health Plans Foundation,139104.00,Grand Junction
The Colorado Health Foundation,2011,WesternSlope,Mesa,Colorado Mesa University,471493.00,Grand Junction
The Colorado Health Foundation,2011,WesternSlope,Montrose,Paradox Valley School,93595.00,Paradox
The Colorado Health Foundation,2011,WesternSlope,Montrose,Montrose Memorial Hospital,126229.00,Montrose
The Colorado Health Foundation,2011,WesternSlope,Montrose,Montrose County School District RE-1J,258442.00,Montrose
The Colorado Health Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinics,650000.00,Norwood
The Colorado Trust,2009,WesternSlope,Delta,Delta Barracuda Swim Team,1000.00,Paonia
The Colorado Trust,2009,WesternSlope,Delta,"VOANS Senior CommUnity Meals, Inc.",122149.00,Eckert
The Colorado Trust,2009,WesternSlope,Gunnison,Gunnison County,7376.00,Gunnison
The Colorado Trust,2009,WesternSlope,Gunnison,Gunnison County Public Health,187500.00,Gunnison
The Colorado Trust,2009,WesternSlope,Mesa,"Hilltop Community Resource, Inc.",7500.00,Grand Junction
The Colorado Trust,2009,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,20000.00,Grand Junction
The Colorado Trust,2009,WesternSlope,Mesa,Mesa County Partnership for Children and Families,184500.00,Grand Junction
The Colorado Trust,2009,WesternSlope,Mesa,Mesa County Health Department,187500.00,Grand Junction
The Colorado Trust,2009,WesternSlope,Mesa,"Hilltop Community Resource, Inc.",231000.00,Grand Junction
The Colorado Trust,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,20000.00,Montrose
The Colorado Trust,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,324500.00,Montrose
The Colorado Trust,2009,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,7500.00,Telluride
The Colorado Trust,2009,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,165000.00,Telluride
The Colorado Trust,2010,WesternSlope,Gunnison,Gunnisun Legacy Fund,3000.00,Gunnison
The Colorado Trust,2010,WesternSlope,Gunnison,Gunnison County Health and Human Services,60878.00,Gunnison
The Colorado Trust,2010,WesternSlope,Mesa,CLUB 20 Education & Research Foundation,390703.00,Grand Junction
The Colorado Trust,2010,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,25000.00,Telluride
The Colorado Trust,2011,WesternSlope,Mesa,Grand Valley Public Radio Company,2000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,"Western Colorado Center for the Arts, Inc.",2000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,"Mesa County Land Conservancy, Inc.",5000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,Riverside Educational Center,5000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,Western Slope Center for Children,5000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,Grand Valley Recreation Resources,10000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,"Western Colorado Center for the Arts, Inc.",10000.00,Grand Junction
The Colorado Trust,2011,WesternSlope,Mesa,Western Colorado Math and Science Center,10000.00,Grand Junction
The Colorado Trust,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,60878.00,Gunnison
The Colorado Trust,2012,WesternSlope,Mesa,Mesa County Partnership for Children and Families,122000.00,Grand Junction
The Colorado Trust,2012,WesternSlope,Mesa,Mesa County Partnership for Children and Families,184500.00,Grand Junction
The Colorado Trust,2012,WesternSlope,Mesa,CLUB 20 Education & Research Foundation,390703.00,Grand Junction
The Colorado Trust,2012,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,165000.00,Telluride
