funder,year,region,county,nonprofit,amount,city,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",20000.00,Montrose,General Operating,Children and Youth Services
Kenneth King Foundation,2012,WesternSlope,Montrose,All Points Transit,1500.00,Montrose,Not Provided,
Kenneth King Foundation,2012,WesternSlope,Montrose,Dream Catcher Therapy Center,1500.00,Olathe,General Operating,Health                                                                     
Kenneth King Foundation,2012,WesternSlope,Montrose,Montrose Children's Network,1500.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club,25000.00,Montrose,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Montrose County Health and Human Services,23000.00,Montrose,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Montrose Regional Library District,10000.00,Montrose,Program,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Passage Charter School,12000.00,Montrose,General Operating,Education
The Colorado Health Foundation,2012,WesternSlope,Montrose,Basin Medical Clinic,16438.00,Naturita,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,"Basin Medical Clinic, Montrose Memorial Hospital",84448.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,159561.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,200000.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J126,10443.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J126,34000.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Montrose,"Voans Pace, Inc.",152000.00,Montrose,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,324500.00,Montrose,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,20000.00,Montrose,Program,Health                                                                     
Animal Assistance Foundation,2009,WesternSlope,Ouray,Second Chance Humane Society,50000.00,Ridgway,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,"Ouray County Neighbor to Neighbor, Inc.",5000.00,Ouray,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,Second Chance Humane Society,5000.00,Ridgway,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgway,,
El Pomar Foundation,2009,WesternSlope,Ouray,Animal Humane Society of Ouray County,5000.00,Ridgway,,
El Pomar Foundation,2009,WesternSlope,Ouray,Mount Sneffels Education Foundation,2500.00,Ouray,,
El Pomar Foundation,2009,WesternSlope,Ouray,"Ouray County Neighbor to Neighbor, Inc.",5000.00,Ouray,,
El Pomar Foundation,2009,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,,
El Pomar Foundation,2009,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,,
El Pomar Foundation,2009,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,6000.00,Ridgway,,
El Pomar Foundation,2009,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,7000.00,Ridgway,,
El Pomar Foundation,2009,WesternSlope,Ouray,United Church of the San Juans,1500.00,Ouray,,
El Pomar Foundation,2009,WesternSlope,Ouray,Weehawken Creative Arts,2500.00,Ridgeway,,
El Pomar Foundation,2009,WesternSlope,Ouray,The San Juan Riding Program,1500.00,Ridgway,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway,,
Adolph Coors Foundation,2010,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,8000.00,Ridgway,General Operating,
Animal Assistance Foundation,2010,WesternSlope,Ouray,Second Chance Humane Society,5000.00,Ridgway,Program,Animal Protection and Welfare
Anschutz Family Foundation,2010,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgway,General Operating,Children and Youth Services
Boettcher Foundation,2010,WesternSlope,Ouray,Wright Opera House,20000.00,Ouray,Capital,"Arts, Culture & Humanities "
Daniels Fund,2010,WesternSlope,Ouray,Uncompahgre Board of Cooperative Services,27770.00,Ridgway,General Operating,Disabled Persons
El Pomar Foundation,2010,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,Program,Emergency Assistance      
Temple Hoyne Buell Foundation,2010,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway,Program,Education
El Pomar Foundation,2011,WesternSlope,Ouray,Weehawken Creative Arts (WCA),2500.00,Ridgway,General Operating,"Arts, Culture & Humanities "
El Pomar Foundation,2011,WesternSlope,Ouray,Animal Humane Society of Ouray County,5000.00,Ridgway,Program,Animal Protection and Welfare
El Pomar Foundation,2011,WesternSlope,Ouray,United Church of the San Juans,1500.00,Ouray,Program,Human Services
Gates Family Foundation,2011,WesternSlope,Ouray,Friends of the Wright Opera House,75000.00,Ouray,Capital,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2011,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,16000.00,Ridgway,Program,Education
Animal Assistance Foundation,2012,WesternSlope,Ouray,San Juan Riding Program,3000.00,Ridgway,Program,Animal Protection and Welfare
Anschutz Family Foundation,2012,WesternSlope,Ouray,Neighbor to Neighbor,5000.00,Ouray,General Operating,
Anschutz Family Foundation,2012,WesternSlope,Ouray,Second Chance Humane Society,5000.00,Ridgway,Program,Animal Protection and Welfare
Anschutz Family Foundation,2012,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgway,General Operating,Children and Youth Services
El Pomar Foundation,2012,WesternSlope,Ouray,Mount Sneffels Education Foundation,2500.00,Ouray,General Operating,Education
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,6000.00,Ridgway,General Operating,Education
El Pomar Foundation,2012,WesternSlope,Ouray,San Juan Riding Program,1500.00,Ridgway,General Operating,Animal Protection and Welfare
Gates Family Foundation,2012,WesternSlope,Ouray,Voyager Youth Program,10702.00,Ridgway,Capital,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Ouray,Friends of the Ridgway Library & Arts Center,1000.00,Ridgway,General Operating,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,16000.00,Ridgway,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Ouray,Ouray School District R-1,800.00,Ouray,Other,Education
Anschutz Family Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Telluride,,
Anschutz Family Foundation,2009,WesternSlope,San Miguel,San Miguel Resource Center,5000.00,Telluride,,
Boettcher Foundation,2009,WesternSlope,San Miguel,Telluride Academy,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Ah Haa School for the Arts,10000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",2500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,30000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,10000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,35000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Mentoring Program,10000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Mentoring Program,2500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Resource Center,2000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,San Miguel Watershed Coalition,20000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Sheridan Arts Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Academy,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Adaptive Ski Program,7500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Council for the Arts and Humanities,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,1500.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,35000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride High School,5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Medical Center Foundation,25000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,1500.00,Norwood,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,10000.00,Norwood,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,,
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood,,
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Bright Futures,23500.00,Telluride,,
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride,,
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride,,
The Colorado Trust,2009,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,165000.00,Telluride,,
Adolph Coors Foundation,2010,WesternSlope,San Miguel,San Miguel Mentoring Program,10000.00,Telluride,General Operating,
Anschutz Family Foundation,2010,WesternSlope,San Miguel,Telluride Adaptive Sports Program,5000.00,Telluride,General Operating,Disabled Persons
Anschutz Family Foundation,2010,WesternSlope,San Miguel,The Wright Stuff Community Foundation,5000.00,Norwood,General Operating,Children and Youth Services
Boettcher Foundation,2010,WesternSlope,San Miguel,Telluride Medical Center,25000.00,Telluride,Capital,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,72284.00,Telluride,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinics dba Uncompahgre Medical Center,100000.00,Norwood,Program,Health                                                                     
Daniels Fund,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,San Miguel Watershed Coalition,20000.00,Telluride,Program,"Environment, Conservation"
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Council for the Arts and Humanities,5000.00,Telluride,General Operating,"Arts, Culture & Humanities "
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2010,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,Capital,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,10000.00,Norwood,Program,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride,Program,Human Services
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Other,"Community, Public Affairs"
El Pomar Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health                                                                     
El Pomar Foundation,2010,WesternSlope,San Miguel,Bright Futures,10000.00,Telluride,Program,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,"Delta-Montrose Youth Services, Inc.",30000.00,Telluride,Program,Children and Youth Services
El Pomar Foundation,2010,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride,General Operating,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride,Program,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride,Program,Education
El Pomar Foundation,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood,Not Provided,Education
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride,Student Aid/Scholarship,Education
The Colorado Health Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinics,650000.00,Norwood,Program,Health                                                                     
Adolph Coors Foundation,2011,WesternSlope,San Miguel,The Pinhead Institute,7500.00,Telluride,General Operating,
Anschutz Family Foundation,2011,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education
Anschutz Family Foundation,2011,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services
Boettcher Foundation,2011,WesternSlope,San Miguel,Ah Haa School for the Arts,25000.00,Telluride,Capital,
Boettcher Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,25000.00,Telluride,Capital,
Caring for Colorado Foundation,2011,WesternSlope,San Miguel,The Telluride Medical Center Foundation,10600.00,Telluride,Program,Health                                                                     
Caring for Colorado Foundation,2011,WesternSlope,San Miguel,Uncompahgre Medical Center,125000.00,Norwood,Program,Health                                                                     
Daniels Fund,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,7500.00,Telluride,General Operating,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,San Miguel,Ah Haa School for the Arts,10000.00,Telluride,General Operating,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Medical Center Foundation,25000.00,Telluride,Capital,Health                                                                     
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,"Community, Public Affairs"
El Pomar Foundation,2011,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Norwood,Program,Human Services
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Resource Center,2000.00,Telluride,Program,"Domestic Violence Shelters, Services"
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2011,WesternSlope,San Miguel,Bright Futures,30000.00,Telluride,Other,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,35000.00,Telluride,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,1500.00,Norwood,Program,"Community, Public Affairs"
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride High School,5000.00,Telluride,Other,Education
Gates Family Foundation,2011,WesternSlope,San Miguel,Ah Haa School for the Arts,50000.00,Telluride,Capital,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,30000.00,Norwood,Program,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Town of Mountain Village,25000.00,Mountain Village,Capital,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Bright Futures,18000.00,Telluride,Program,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Mountain Sprouts Preschool,2000.00,Telluride,Other,Education
The Colorado Health Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,190000.00,Telluride,Program,Health                                                                     
The Colorado Health Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinic,10000.00,Norwood,Program,Health                                                                     
The Colorado Health Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinic,385055.00,Norwood,Program,Health                                                                     
The Colorado Trust,2011,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,25000.00,Telluride,Program,Health                                                                     
Adolph Coors Foundation,2012,WesternSlope,San Miguel,Telluride Adaptive Ski Program,10000.00,Telluride,General Operating,Human Services
Anschutz Family Foundation,2012,WesternSlope,San Miguel,One Telluride,5000.00,Telluride,Program,Education
Anschutz Family Foundation,2012,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,WesternSlope,San Miguel,Prime Time Early Learning Center,7500.00,Norwood,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,WesternSlope,San Miguel,San Miguel Resource Center,5000.00,Telluride,General Operating,"Domestic Violence Shelters, Services"
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Norwood Fire Protection District,68559.00,Norwood,General Operating,
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,53782.00,Telluride,General Operating,
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Uncompahgre Medical Center,51000.00,Norwood,General Operating,
Daniels Fund,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Adaptive Ski Program,7500.00,Telluride,Capital,Disabled Persons
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",27500.00,Telluride,Program,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Philanthropy, Volunteerism, Grants"
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,Program,Children and Youth Services
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,1500.00,Telluride,Program,
Gates Family Foundation,2012,WesternSlope,San Miguel,Ah Haa School for the Arts,100000.00,Telluride,Capital,"Arts, Culture & Humanities "
Gates Family Foundation,2012,WesternSlope,San Miguel,Town of Mountain Village,20000.00,Mountain Village,Capital,Education
Kenneth King Foundation,2012,WesternSlope,San Miguel,San Miguel Resource Center,1500.00,Telluride,Program,Emergency Assistance      
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Mountain Sprouts Preschool,1610.00,Telluride,Other,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,"Rainbow School and Day Care Center, Inc.",2000.00,Telluride,Other,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Telluride Preschool,1610.00,Telluride,Other,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,6500.00,Norwood,Student Aid/Scholarship,Education
The Colorado Health Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,90000.00,Norwood,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,86793.00,Norwood,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,7500.00,Telluride,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,165000.00,Telluride,Program,Health                                                                     
