funder,year,region,county,nonprofit,amount,city,type ,category,,,,
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,100000.00,Norwood,Program,Health,,,,
Caring for Colorado Foundation,2013,WesternSlope,Mesa,Saint Mary's Hospital Foundation,41339.00,Grand Junction,Capital,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Mesa,Saint Mary's Hospital Foundation,41339.00,Grand Junction,Capital,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Delta,All American FAMILIES PLUS,32000.00,Delta,Project/Program,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Project/Program,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,Hospice and Palliative Care of Western Colorado ,30000.00,Grand Junction,Capital,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Mesa,"Marillac Clinic, Inc.",85000.00,Grand Junction,Project/Program,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,Montrose County School District RE-1J,19157.00,Montrose,Project/Program,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,"Olathe Community Clinic, Inc.",30000.00,Olathe,,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,"Olathe Community Clinic, Inc.",50000.00,Olathe,Project/Program,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,"Olathe Community Clinic, Inc.",17500.00,Olathe,Technical Assistance,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Mesa,Saint Mary's Hospital Foundation,41339.00,Grand Junction,Capital,,,,,
Caring for Colorado Foundation,2013,WesternSlope,Montrose,"Senior CommUnity Care, Montrose (SCC)",66417.00,Montrose,Capital,,,,,
Caring for Colorado Foundation,2013,WesternSlope,San Miguel,Tri-County Health Network,30715.00,Telluride,Project/Program,,,,,
Boettcher Foundation,2009,WesternSlope,Delta,Paonia Public Library Foundation,25000.00,Paonia,Capital,,,,,
Boettcher Foundation,2009,WesternSlope,Gunnison,Crested Butte Land Trust,3000.00,Crested Butte,General Operating,,,,,
Boettcher Foundation,2009,WesternSlope,Gunnison,Western State College,15000.00,Gunnison,Student Aid/Scholarship,,,,,
Boettcher Foundation,2009,WesternSlope,Mesa,Mesa State College,200000.00,Grand Junction,Capital,Education,,,,
Boettcher Foundation,2009,WesternSlope,Mesa,Mesa State College,24261.00,Grand Junction,Student Aid/Scholarship,,,,,
Boettcher Foundation,2009,WesternSlope,Mesa,Western Colorado Community Foundation,1000.00,Grand Junction,Program,,,,,
Boettcher Foundation,2009,WesternSlope,Montrose,Colorado FFA Foundation,1162.00,Montrose,General Operating,,,,,
Boettcher Foundation,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,75000.00,Montrose,Capital,Health                                                                     ,,,,
Boettcher Foundation,2009,WesternSlope,Montrose,Montrose Regional Library District,25000.00,Montrose,Capital,,,,,
Boettcher Foundation,2010,WesternSlope,Gunnison,Crested Butte Land Trust,5000.00,Crested Butte,General Operating,,,,,
Boettcher Foundation,2010,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory,3000.00,Crested Butte,General Operating,,,,,
Boettcher Foundation,2010,WesternSlope,Gunnison,Western State College,15000.00,Gunnison,Student Aid/Scholarship,Education,,,,
Boettcher Foundation,2010,WesternSlope,Hinsdale,Lake City Area Medical Center,25000.00,Lake City,Capital,Health                                                                     ,,,,
Boettcher Foundation,2010,WesternSlope,Mesa,City of Fruita,75000.00,Fruita,Capital,,,,,
Boettcher Foundation,2010,WesternSlope,Mesa,Mesa State College,28210.00,Grand Junction,Student Aid/Scholarship,Education,,,,
Boettcher Foundation,2010,WesternSlope,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,,,,,
Boettcher Foundation,2010,WesternSlope,San Miguel,Ah Haa School for the Arts,25000.00,Telluride,Capital,,,,,
Boettcher Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,25000.00,Telluride,Capital,,,,,
Boettcher Foundation,2011,WesternSlope,Gunnison,Crested Butte Land Trust,2500.00,Crested Butte,General Operating,,,,,
Boettcher Foundation,2011,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory,2500.00,Crested Butte,General Operating,,,,,
Boettcher Foundation,2011,WesternSlope,Gunnison,Western State College,15000.00,Gunnison,Student Aid/Scholarship,Education,,,,
Boettcher Foundation,2011,WesternSlope,Mesa,Colorado Mesa University,15000.00,Grand Junction,Student Aid/Scholarship,Education,,,,
Boettcher Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,15000.00,Grand Junction,Capital,Hospice,,,,
Boettcher Foundation,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",40000.00,Grand Junction,Capital,Children and Youth Services,,,,
Boettcher Foundation,2011,WesternSlope,Mesa,The Parenting Place of Western Colorado,10000.00,Grand Junction,Capital,,,,,
Boettcher Foundation,2011,WesternSlope,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,,,,,
Boettcher Foundation,2011,WesternSlope,Ouray,Wright Opera House,20000.00,Ouray,Capital,"Arts, Culture & Humanities ",,,,
Boettcher Foundation,2011,WesternSlope,San Miguel,Telluride Medical Center,25000.00,Telluride,Capital,Health                                                                     ,,,,
Boettcher Foundation,2012,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory,50000.00,Crested Butte,Capital,,,,,
Boettcher Foundation,2012,WesternSlope,Gunnison,Western State Colorado University,15000.00,Gunnison,Scholarship Support,,,,,
Boettcher Foundation,2012,WesternSlope,Mesa,Colorado Mesa University,15000.00,Grand Junction,Scholarship Support,,,,,
Boettcher Foundation,2012,WesternSlope,Mesa,Grand Junction Baseball Committee,50000.00,Grand Junction,Capital,,,,,
Boettcher Foundation,2012,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction,Capital,,,,,
Boettcher Foundation,2012,WesternSlope,Montrose,Colorado FFA Foundation,1700.00,Montrose,Program,,,,,
Boettcher Foundation,2012,WesternSlope,San Miguel,Telluride Academy,125000.00,Telluride,Capital,,,,,
Boettcher Foundation,2013,WesternSlope,San Miguel,Telluride Film Festival,25000.00,Telluride,Capital,Arts & Culture,,,,
Boettcher Foundation,2013,WesternSlope,San Miguel,Sheridan Arts Foundation,10000.00,Telluride,Capital,Arts & Culture,,,,
Boettcher Foundation,2013,WesternSlope,Gunnison,Six Points Evaluation and Training Inc.,30000.00,Gunnison,Capital,Social Service,,,,
Boettcher Foundation,2013,WesternSlope,Mesa,"The Avalon Theatre Foundation, Inc.",50000.00,Grand Junction,Capital,Arts & Culture,,,,
Boettcher Foundation,2013,WesternSlope,Montrose,Paradox Valley School & Community Center,10000.00,Paradox,Capital,Community ,,,,
Boettcher Foundation,2013,WesternSlope,Montrose,"Magic Circle Players, Ltd",10000.00,Montrose,Capital,Arts & Culture,,,,
Anschutz Family Foundation,2009,WesternSlope,Delta,North Fork Community Montessori School,5000.00,Hotchkiss,Program,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Gunnison,"Adaptive Sports Center of Crested Butte, Inc.",5000.00,Crested Butte,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2009,WesternSlope,Gunnison,Gunnison Area Restorative Practices,5000.00,Gunnison,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison,Program,Education,,,,
Anschutz Family Foundation,2009,WesternSlope,Gunnison,Paradise Place Community Christian School,2983.50,Crested Butte,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Artspace & Open Studios,2700.00,Grand Junction,Program,,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,"Child and Migrant Services, Inc.",5000.00,Palisade,General Operating,Human Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Colorado Discover Ability,5000.00,Grand Junction,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Counseling and Education Center,5000.00,Grand Junction,General Operating,Health                                                                     ,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Mesa County Partners,7500.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Riverside Educational Center,7500.00,Grand Junction,General Operating,Education,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,St. Mary's Foster Grandparent Program,5000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,The Literacy Center,5000.00,Grand Junction,General Operating,Education,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,The Tree House Center for Youth,5000.00,Grand Junction,Program,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,5000.00,Grand Junction,Program,Health                                                                     ,,,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,"All Points Transit, Inc.",7500.00,Montrose,General Operating,,,,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Black Canyon Boys and Girls Club,5000.00,Montrose,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Hospice & Palliative Care of Western Colorado,5000.00,Montrose,Program,Hospice,,,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Retired Seniors Volunteer Program-Colorado West,5000.00,Montrose,General Operating,,,,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,Neighbor to Neighbor,5000.00,Ouray,General Operating,,,,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,Second Chance Humane Society,5000.00,Ridgway,Program,Animal Protection and Welfare,,,,
Anschutz Family Foundation,2009,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgway,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,San Miguel,One Telluride,5000.00,Telluride,Program,Education,,,,
Anschutz Family Foundation,2009,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,San Miguel,Prime Time Early Learning Center,7500.00,Norwood,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2009,WesternSlope,San Miguel,San Miguel Resource Center,5000.00,Telluride,General Operating,"Domestic Violence Shelters, Services",,,,
Anschutz Family Foundation,2010,WesternSlope,Delta,Kids' Pasta Project,5000.00,Hotchkiss,General Operating,"Community, Public Affairs",,,,
Anschutz Family Foundation,2010,WesternSlope,Delta,Delta County Meth Task Force,5000.00,Hotchkiss,General Operating,,,,,
Anschutz Family Foundation,2010,WesternSlope,Delta,Little Sprouts Community Preschool,5000.00,Cedaredge,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Delta,Creamery Arts Center,5000.00,Hotchkiss,Program,,,,,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Interim Western Slope Rural Philanthropy Days,5000.00,Crested Butte,General Operating,,,,,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Paradise Place Community Christian School,2500.00,Crested Butte,Student Aid/Scholarship,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Office for Resource Efficiency (ORE),5000.00,Crested Butte,Program,Economic Development      ,,,,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Gunnison Area Restorative Practices,5000.00,Gunnison,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Gunnison County Partners,5000.00,Gunnison,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Eagle Corps Robotics, Grand Mesa High School",5000.00,Collbran,Program,Education,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,Riverside Educational Center,5000.00,Grand Junction,General Operating,Education,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,The Parenting Place of Western Colorado,5000.00,Grand Junction,General Operating,,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach,7500.00,Grand Junction,General Operating,Emergency Assistance      ,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Pro Bono Project of Mesa County, Inc.",2500.00,Grand Junction,General Operating,Legal Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Mesa County, RSVP, Inc.",3242.00,Grand Junction,General Operating,,,,,
Anschutz Family Foundation,2010,WesternSlope,Mesa,"The Tree House Center for Youth, Inc.",5000.00,Grand Junction,Program,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,Voices for Children,5000.00,Montrose,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,Program,Education,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,Sharing Ministries Food Bank,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition",,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,560.00,Montrose,Program,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,West End Family Link Center,5000.00,Nucla,Program,,,,,
Anschutz Family Foundation,2010,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2010,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education,,,,
Anschutz Family Foundation,2010,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,Kids' Pasta Project,6000.00,Hotchkiss,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,Delta County School District #50,5000.00,Delta,Program,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,Little Sprouts Community Preschool,5000.00,Cedaredge,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,North Fork Community Montessori School,5000.00,Hotchkiss,Student Aid/Scholarship,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,FAMILIES PLUS,5000.00,Delta,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,Delta County Citizens for Animal Welfare and Shelter,5000.00,Paonia,General Operating,Animal Protection and Welfare,,,,
Anschutz Family Foundation,2011,WesternSlope,Delta,"VOANS Senior CommUnity Meals, Inc.",7500.00,Eckert,General Operating,"Food, Agriculture, Nutrition",,,,
Anschutz Family Foundation,2011,WesternSlope,Gunnison,"Adaptive Sports Center of Crested Butte, Inc.",5000.00,Crested Butte,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2011,WesternSlope,Gunnison,Paradise Place Community Christian School,2500.00,Crested Butte,Student Aid/Scholarship,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,5000.00,Gunnison,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Hinsdale,Community Food Bank,5000.00,Grand Junction,General Operating,Emergency Assistance      ,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,CASA of Mesa County,5000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Colorado Discover Ability,7500.00,Grand Junction,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Mesa County Partnership for Children and Families,5000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,The Parenting Place of Western Colorado,5000.00,Grand Junction,General Operating,Abuse & Neglect Prevention,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Grand Junction Imagination Library,3000.00,Grand Junction,General Operating,Education,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,The Literacy Center/Mesa County Libraries,5000.00,Grand Junction,General Operating,Education,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Counseling and Education Center,5000.00,Grand Junction,General Operating,Health                                                                     ,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Artspace & Open Studios,3200.00,Grand Junction,General Operating,"Arts, Culture & Humanities ",,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,St. Mary's Hospital and Medical Center,5000.00,Grand Junction,General Operating,,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Girls on the Run of Western Colorado,5000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Mesa,Mesa County Partners,7500.00,Grand Junction,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,The Dolphin House,7500.00,Montrose,Program,Abuse & Neglect Prevention,,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,Voices for Children,5000.00,Montrose,General Operating,Abuse & Neglect Prevention,,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,Christ's Kitchen,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition",,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,General Operating,Education,,,,
Anschutz Family Foundation,2011,WesternSlope,Montrose,"All Points Transit, Inc.",7500.00,Montrose,Program,Disabled Persons,,,,
Anschutz Family Foundation,2011,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgway,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2011,WesternSlope,San Miguel,Telluride Adaptive Sports Program,5000.00,Telluride,General Operating,Disabled Persons,,,,
Anschutz Family Foundation,2011,WesternSlope,San Miguel,The Wright Stuff Community Foundation,5000.00,Norwood,General Operating,Children and Youth Services,,,,
Anschutz Family Foundation,2012,WesternSlope,Delta,The Abraham Connection,7500.00,Delta,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2012,WesternSlope,Delta,Spirit Wind Horse Rescue,2500.00,Hotchkiss,Program,Humane Animal Services,,,,
Anschutz Family Foundation,2012,WesternSlope,Delta,"VOANS Senior Community Meals, Inc. ",7500.00,Eckert,General Operating,Senior Programs,,,,
Anschutz Family Foundation,2012,WesternSlope,Delta,North Fork Community Montessori School,5000.00,Hotchkiss,Program,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Gunnison,"Adaptive Sports Center of  Crested Butte, Inc.",5000.00,Crested Butte,General Operating,Disabled,,,,
Anschutz Family Foundation,2012,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison,Program,Self Sufficiency,,,,
Anschutz Family Foundation,2012,WesternSlope,Gunnison,Paradise Place Community School,5000.00,Crested Butte,Program,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,CASA of Mesa County,5000.00,Grand Junction,General Operating,Crisis Intervention ,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Colorado Discover Ability,5000.00,Grand Junction,General Operating,Disabled,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc. ",7500.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Grand Junction Community Homeless Shelter,7500.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,"Karis, Inc. ",7500.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Child & Migrant Services,5000.00,Palisade,General Operating,Self Sufficiency,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction,Program,Self Sufficiency,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital Foundation,5000.00,Grand Junction,Program,Senior Programs,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Girls on the Run of Western Colorado,5000.00,Grand Junction,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Mesa County Partners ,5000.00,Grand Junction,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Mesa,Mesa County Partnership for Children and Families,5000.00,Grand Junction,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,The Dolphin House,7500.00,Montrose,General Operating,Crisis Intervention ,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,Program,Education ,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,General Operating,Education ,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,Haven House of Montrose,6000.00,Montrose,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,"All Points Transit, Inc. ",7500.00,Montrose,Program,Senior Programs,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys and Girls Club, Inc. ",7000.00,Montrose,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,Montrose Regional Library District,5000.00,Montrose,Program,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",7500.00,Montrose,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,Ouray,Second Chance Humane Society,5000.00,Ridgeway,Program,Humane Animal Services,,,,
Anschutz Family Foundation,2012,WesternSlope,Ouray,"Ouray County Neighbor to Neighbor, Inc.",5000.00,Ouray,General Operating,Senior Programs,,,,
Anschutz Family Foundation,2012,WesternSlope,Ouray,Voyager Youth Program,5000.00,Ridgeway,General Operating,Youth Development,,,,
Anschutz Family Foundation,2012,WesternSlope,San Miguel,San Miguel Resource Center,5000.00,Telluride,Program,Crisis Intervention ,,,,
Anschutz Family Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc. ",5000.00,Telluride,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Telluride,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,"CASA of the Seventh Judicial District, Inc.",5000.00,Montrose,General Operating,Crisis Intervention,,,,
Anschutz Family Foundation,2013,WesternSlope,Mesa,Community Food Bank,7500.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Delta,Delta County Citizens for Animal Welfare and Shelter,5000.00,Paonia,General Operating,Humane Animal Services,,,,
Anschutz Family Foundation,2013,WesternSlope,Delta,Drug Free Delta County,5000.00,Delta,General Operating,Crisis Intervention,,,,
Anschutz Family Foundation,2013,WesternSlope,San Miguel,EcoAction Partners,7500.00,Telluride,General Operating,"Civic, Community, and Capacity Building",,,,
Anschutz Family Foundation,2013,WesternSlope,Mesa,Food Bank of the Rockies,10000.00,Palisade,Program,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",7500.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Mesa,Grand Valley Peace & Justice,9250.00,Grand Junction,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Gunnison Country Partners,5000.00,Gunnison,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison,Program,Self Sufficiency,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Gunnison/Hinsdale Confidential Advocacy Center,8000.00,Gunnison,General Operating,Crisis Intervention,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,"Habitat For Humanity of Gunnison Valley, Inc.",5000.00,Gunnison,Program,Low Income Housing,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,Haven House of Montrose,7500.00,Montrose,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,Montrose Regional Library District,5000.00,Montrose,Program,Self Sufficiency,,,,
Anschutz Family Foundation,2013,WesternSlope,Delta,Mountain Harvest Festival,2500.00,Paonia,General Operating,"Civic, Community, and Capacity Building",,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Mountain Roots Food Project,5000.00,Crested Butte,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Paradise Place Christian Preschool,5000.00,Crested Butte,Program,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,Program,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",7500.00,Montrose,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Ouray,Second Chance Humane Society,8000.00,Ridgway,Program,Humane Animal Services,,,,
Anschutz Family Foundation,2013,WesternSlope,Montrose,Sharing Ministries Food Bank,7500.00,Montrose,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,"Six Points Evaluation & Training, Inc.",5000.00,Gunnison,General Operating,Disabled,,,,
Anschutz Family Foundation,2013,WesternSlope,Gunnison,Stepping Stones Children's Center,5000.00,Crested Butte,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,San Miguel,"Telluride Historical Museum, Inc.",5000.00,Telluride,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Delta,The Abraham Connection,7500.00,Delta,General Operating,Food/Shelter/Homeless,,,,
Anschutz Family Foundation,2013,WesternSlope,San Miguel,The Wright Stuff Community Foundation,7500.00,Norwood,General Operating,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Delta,Valley Food Partnership,5000.00,Hotchkiss,Program,Youth Development,,,,
Anschutz Family Foundation,2013,WesternSlope,Mesa,Western Slope Center for Children,5000.00,Grand Junction,General Operating,Crisis Intervention,,,,
Adolph Coors Foundation,2009,WesternSlope,Delta,All American Families,3000.00,Delta,General Operating,Children and Youth Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Gunnison,Gunnison County Partners,10000.00,Gunnison,General Operating,Children and Youth Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Gunnison,Gunnison Valley Alliance for Community & Restor.,3500.00,Gunnison,General Operating,Human Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Mesa,Colorado Discover Ability Integrated Outdoor Adventures,7500.00,Grand Junction,General Operating,Human Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Mesa,Hilltop Community Resources,15000.00,Grand Junction,Program,Human Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Mesa,Housing Resources of Western Colorado,15000.00,Grand Junction,Capital,Human Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Mesa,Mesa County Partners,80000.00,Grand Junction,Capital,Children and Youth Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose,Program,Children and Youth Services,,,,
Adolph Coors Foundation,2009,WesternSlope,Montrose,"Crisis Pregnancy Center of Montrose, Inc.",8500.00,Montrose,General Operating,Human Services,,,,
