Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"River Bridge Regional Center, Inc.","$5,000.00",Glenwood Springs,General Operating,Human Services,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"River Bridge Regional Center, Inc.","$5,000.00",Glenwood Springs,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Solar Energy International,"$5,000.00",Paonia,Program,Civic and Community,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Windwalkers Equine Assisted Learning and Therapy Center,"$2,500.00",Carbondale,Capital,Civic and Community,3/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Garfield,Access Roaring Fork,"$10,000.00",Carbondale,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,"$10,000.00",Glenwood Springs,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Access Roaring Fork,"$5,000.00",Carbondale,General Operating,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Family Resource Center of the Roaring Fork School District,"$5,000.00",Carbondale,General Operating,Families,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Family Visitor Programs,"$10,000.00",Glenwood Springs,General Operating,Families,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,High Country RSVP,"$5,000.00",Glenwood Springs,General Operating,Senior Programs,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,LIFT-UP,"$10,000.00",Rifle,General Operating,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Raising a Reader Aspen to Parachute,"$5,000.00",Glenwood Springs,General Operating,Literacy,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,River Bridge Regional Center,"$5,000.00",Glenwood Springs,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,YouthEntity,"$10,000.00",Carbondale,General Operating,Youth Development,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,YouthZone,"$10,000.00",Glenwood Springs,General Operating,Youth Development,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Access Roaring Fork,"$5,000.00",Carbondale,General Operating,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,WindWalkers - Equine Assisted Learning & Therapy Center,"$10,000.00",Carbondale,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Family Visitor Programs,"$15,000.00",Glenwood Springs,Program Support,Youth,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Advocate Safehouse Project,"$5,000.00",Glenwood Springs,General Operating,Indigent,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Life Inter-Faith Team on Unemployment & Poverty (LIFT-UP),"$5,000.00",Rifle,General Operating,Indigent,8/20/14,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Garfield,Mountain Family Health Centers,"$750,000.00",Glenwood Springs,Program,Health,5/29/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Aspen Hope Center,"$30,000.00",Basalt,Program,Health,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Betty Ford Alpine Gardens,"$25,000.00",Vail,Capital,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Bright Future Foundation for Eagle County,"$5,000.00",Avon,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Eagle County Health and Human Services,"$2,500.00",Eagle,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Snowboard Outreach Society,"$10,000.00",Avon,Program,Human Services,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Vail Valley Foundation,"$60,000.00",Vail,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Vail Valley Foundation,"$25,000.00",Vail,Program,Education,5/7/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Bright Future Foundation for Eagle County,"$7,500.00",Avon,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Eagle River Youth Coalition,"$7,500.00",Edwards,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Junior Achievement Rocky Mountain,"$7,500.00",Gypsum,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Red Ribbon Project,"$5,000.00",Avon,Program,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,SOS Outreach,"$7,500.00",Avon,Program,Outdoor Programs,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,The Youth Foundation,"$7,500.00",Vail,General Operating,Youth Development,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Eagle,SOS Outreach,"$5,000.00",Avon,Program Support,Youth,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Eagle,Rocky Mountain Institute,"$500,000.00",Basalt,Capital,Community,7/1/14,,,,,,,,,,
Gates Family Foundation,2014,Western Slope,Eagle,Roaring Fork Conservancy,"$50,000.00",Basalt,General Operating,Natural Resources,7/31/2014,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Eagle,Eagle County School District,"$92,985.00",Eagle,Capital,Health,10/2/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,"$10,000.00",Delta,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,"$40,000.00",Delta,Program,Education,6/11/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,"$5,000.00",Delta,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,"Delta Homeless Ministries, Inc.","$7,500.00",Delta,Capital,Human Services,12/15/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Delta,All American Families,"$4,000.00",Delta,General Operating,,3/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Delta,Western Colorado Food and Agriculture Council,"$5,000.00",Hotchkiss,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,Creamery Arts Center,"$7,500.00",Hotchkiss,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,Families Plus,"$7,500.00",Delta,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,North Fork Community Montessori School,"$10,000.00",Hotchkiss,Program,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,"VOANS Senior CommUnity Meals, Inc.","$10,000.00",Eckert,Program,Senior Programs,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Delta,The Abraham Connection,"$7,500.00",Delta,General Operating,Indigent,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Delta,Friends of Crawford Town Hall,"$25,000.00",Crawford,Capital,Community ,7/1/14,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Delta,Delta County School District 50(J),"$322,696.00",Delta,Program,Health,9/11/14,,,,,,,,,,
The Colorado Trust,2014,Western Slope,Delta,Valley Food Partnership,"$200,000.00",Montrose,General Operating,Health,11/4/14,,,,,,,,,,
Daniels Fund,2014,WesternSlope,Pitkin,The Buddy Program,"$25,000.00",Aspen,Program,Youth Development,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Pitkin,Aspen Community Foundation,"$30,000.00",Aspen,Program,Early Childhood,12/11/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Piktin,Hospice Of The Valley Inc,"$25,000.00",Basalt,Program,Health,1/29/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa ,"Child and Migrant Services, Inc.","$10,000.00",Palisade,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa ,Western Slope Center for Children,"$10,000.00",Grand Junction,General Support,Civic and Community,12/2/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Mesa,"Marillac Clinic, Inc.","$20,000.00",Grand Junction,Technical Assistance,Health,9/29/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc","$22,500.00",Grand Junction,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa,Hilltop Health Services Corp,"$10,000.00",Grand Junction,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa,Hospice & Palliative Care of Western Colorado,"$10,000.00",Grand Junction,Program Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa,"Marillac Clinic, Inc","$7,500.00",Grand Junction,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Mesa,Mesa Youth Service Inc,"$25,000.00",Grand Junction,General Support,Youth,6/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Hilltop,"$30,000.00",Grand Junction,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Mesa District Group of CAEYC,"$32,000.00",Grand Junction,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Grand Junction Imagination Library,"$6,000.00",Grand Junction,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Mesa County Partnership for Children and Families (EC Council),"$25,000.00",Grand Junction,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Strive,"$15,000.00",Grand Junction,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Mesa,Hilltop,"$50,000.00",Grand Junction,Program,Teen Pregnancy Prevention,12/11/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Garfield,Family Visitor Program of Garfield County Inc.,"$90,000.00",Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Garfield,Garfield County Public Health,"$77,296.00",Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Garfield,Mountain Family Health Centers,"$150,000.00",Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Daniels Fund,2014,WesternSlope,Garfield,"Blue Lake Preschool, Incorporated","$25,000.00",Carbondale,Capital,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,WesternSlope,Garfield,Roaring Fork Valley Early Learning Fund,"$25,000.00",Glenwood Springs,General Operating,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,WesternSlope,Garfield,The Manaus Fund,"$80,000.00",Carbondale,Program,Early Childhood Education,,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Garfield,Advocate Safehouse Project,"$10,000.00",Glenwood Springs,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Garfield,Columbine Home Health,"$15,000.00",Glenwood Springs,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Garfield,"Family Visitor Program of Garfield County, Inc","$15,000.00",Glenwood Springs,General Support,Civic and Community,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,WesternSlope,Garfield,YouthZone,"$15,000.00",Glenwood Springs,General Support,Youth,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Mount Sopris Montessori School,"$26,000.00",Carbondale,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Rural Resort Region Early Childhood Council,"$60,000.00",Glenwood Springs,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Roaring Fork Family Resource Centers,"$15,000.00",Carbondale,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Family Visitor Programs - Home Visitation,"$65,000.00",Glenwood Springs,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Roaring Fork Valley Early Learning Fund,"$15,000.00",Glenwood Springs,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,New Creation Preschool,"$17,000.00",Glenwood Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Children's Mini College,"$3,000.00",Glenwood Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Early Childhood Network,"$20,000.00",Glenwood Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Manaus Fund,"$30,000.00",Carbondale,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Garfield,Yampah Mountain High School,"$25,000.00",Glenwood Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Trust,2014,WesternSlope,Garfield,Colorado Mountain College Foundation Inc,"$5,000.00",Glenwood Springs,General Operating,Health,2/7/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Eagle,Eagle County Schools,"$50,000.00",Eagle,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,WesternSlope,Eagle,Samaritan Center of the Rockies,"$45,000.00",Edwards,Program,Health,6/25/14,,,,,,,,,,
Daniels Fund,2014,WesternSlope,Eagle,The Youth Foundation,"$50,000.00",Vail,Program,Early Childhood Education,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Family Learning Center (Edwards),"$20,000.00",Edwards,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Family Visitor Programs - Pregnancy Prevention,"$33,600.00",Glenwood Springs,Program,Teen Pregnancy Prevention,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Eagle Valley Child Care Association,"$42,000.00",Vail,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Growing Years School,"$15,000.00",Basalt,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Eagle County School District RE-50J,"$50,000.00",Eagle,Program,Special Project - Education,10/9/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Youth Foundation,"$35,000.00",Vail,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Red Ribbon Project,"$10,000.00",Avon,Program,Teen Pregnancy Prevention,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Eagle County School District RE-50J,"$25,000.00",Eagle,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Eagle,Early Childhood Partners,"$18,000.00",Eagle,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Trust,2014,WesternSlope,Eagle,Eagle County Health and Human Services,"$2,918.00",Eagle,General Operating,Health,2/19/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,North Fork Community Montessori School,"$15,000.00",Hotchkiss,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,Family Literacy and Resource Center,"$14,000.00",Delta,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,Little Sprouts Community Preschool,"$10,400.00",Cedaredge,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,Preschool Backpack Program,"$14,000.00",Delta,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,Backpack Early Learning Academy Preschool,"$11,000.00",Delta,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,WesternSlope,Delta,Delta County Public Library District,"$15,490.00",Delta,Program,Early Childhood,8/11/14,,,,,,,,,,
