Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,West End School District,"$20,000.00",Nucla,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Passage Charter School,"$18,000.00",Montrose,Not Provided,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Montrose County Health and Human Services,"$15,000.00",Montrose,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Hospice and Palliative Care of Western Colorado,"$5,000.00",Montrose,Program,Hospice,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Delta Montrose Youth Services,"$5,000.00",Montrose,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Ouray,Ouray County Schools Community Resource Consortium,"$5,000.00",Ridgway,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,San Miguel,Wright Stuff Community Foundation,"$25,000.00",Norwood,Not Provided,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,San Miguel,Bright Futures,"$23,500.00",Telluride,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,San Miguel,Bright Futures,"$20,000.00",Telluride,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,San Miguel,Mountain Sprouts Preschool,"$7,000.00",Telluride,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,"Hilos Culturales, Inc.","$99,649.00",Alamosa,Program,"Group, Race Relations",,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,Early Childhood Council of the San Luis Valley,"$80,000.00",Alamosa,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,"La Puente Home, Inc.","$26,250.00",Alamosa,Program,"Housing, Homeless shelters",,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,Boys and Girls Club of the San Luis Valley,"$22,500.00",Alamosa,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,La Llave Family Resource Center,"$20,000.00",Alamosa,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Alamosa,"Valley-Wide Health Systems, Inc.","$20,000.00",Alamosa,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Costilla,"Tiny Hands Daycare Center, Inc.","$5,000.00",Blanca,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Rio Grande,County of Rio Grande Consolidated School District No. 8,"$15,843.00",Monte Vista,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanLuisValley,Saguache,Saguache County Community Council ,"$47,000.00",Center,Capital,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Baca,"Springfield Child Care Center, Inc.","$12,000.00",Springfield,Student Aid/Scholarship,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Bent,Bent County Memorial Nursing Home,"$20,000.00",Las Animas,General Operating,Human Services,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Bent,McClave School District RE-2,"$20,000.00",McClave,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Kiowa,Kiowa County School District RE-2,"$7,000.00",Sheridan Lake,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Las Animas,Huerfano Las Animas Area Council of Governments,"$38,000.00",Trinidad,Not Provided,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Southeast Mental Health Services,"$45,000.00",La Junta,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Otero Junior College Child Development Services,"$20,000.00",La Junta,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,"Tri-County Family Care Center, Inc.","$20,000.00",Rocky Ford,General Operating,Human Services,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Otero County Health Department,"$8,058.00",La Junta,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southeast,Prowers,Prowers County Department of Social Services,"$30,000.00",Lamar,General Operating,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Archuleta,Seeds of Learning,"$32,000.00",Pagosa Springs,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Archuleta,Community United Methodist Church,"$8,000.00",Pagosa Springs,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Dolores,Dolores County School District RE-2J,"$7,000.00",Rico,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,La Plata,Durango Adult Education Center,"$70,000.00",Durango,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,La Plata,La Plata Family Centers Coalition,"$38,000.00",Durango,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,La Plata,Durango 4-C Council,"$33,460.00",Durango,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,La Plata,Fort Lewis College,"$22,000.00",Durango,Student Aid/Scholarship,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,La Plata,Durango Early Learning Center,"$10,000.00",Durango,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Montezuma,The Pinon Project Family Resource Center,"$38,000.00",Cortez,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Montezuma,The Pinon Project,"$25,000.00",Cortez,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Southwest,Montezuma,The Children's Kiva Montessori Preschool and Kindergarten,"$11,000.00",Cortez,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,North Fork Community Montessori School,"$15,000.00",Hotchkiss,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Delta County School District #50,"$14,000.00",Delta,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Little Sprouts Community Preschool,"$12,000.00",Cedaredge,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,Eagle Valley Child Care Association,"$35,000.00",Vail,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,Eagle County School District RE-50J,"$25,000.00",Eagle,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,Foundation of Trustees for the Family Learning Center,"$20,000.00",Edwards,student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,The Youth Foundation,"$20,000.00",Edwards,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,Early Childhood Partners,"$15,000.00",Eagle,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,The Literacy Project,"$10,000.00",Minturn,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Eagle,Red Ribbon Project,"$8,000.00",Avon,Program,,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Family Visitor Program of Garfield County,"$60,000.00",Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Roaring Fork School District RE-1,"$25,000.00",Carbondale,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Mountain Board of Cooperative Educational Services,"$25,000.00",Glenwood Springs,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Garfield County Public Library Foundation,"$20,000.00",Rifle,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,The Manaus Fund,"$20,000.00",Carbondale,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,New Creation Church of Glenwood,"$18,000.00",Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Early Childhood Network,"$15,000.00",Glenwood Springs,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Our School,"$15,000.00",Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Garfield County School District 16,"$10,480.00",Parachute,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Garfield,Mountain Family Health Center,"$6,600.00",Glenwood Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Mesa District Group of CAEYC,"$42,000.00",Grand Junction,Program,,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,"$35,000.00",Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,"$30,000.00",Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,"$25,000.00",Grand Junction,General Operating,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids","$15,000.00",Grand Junction,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital and Medical Center,"$10,000.00",Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Colorado West Regional Mental Health Center, Inc.","$5,000.00",Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Grand Junction Imagination Library,"$5,000.00",Grand Junction,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,"$5,000.00",Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Kids Aid,"$5,000.00",Grand Junction,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,WesternSlope,Pitkin,Rural Resort Region Early Childhood Council,"$60,000.00",Aspen,Other,"Community, Public Affairs",,,,,
The Colorado Health Foundation,2012,Heart of CO,Chaffee,Chaffee County,"$102,863.00",Salida,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Chaffee,Chaffee People's Clinic,"$63,000.00",Salida,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Chaffee,Chaffee County Department of Health and Human Services,"$46,472.00",Salida,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Fremont,"Ca–on City School District, Fremont County RE-1","$388,884.00",Ca–on City,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Park,Park Count School District RE-2,"$40,282.00",Fairplay,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Teller,Cripple Creek-Victor School District RE-1,"$72,142.00",Cripple Creek,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Summit,"NWCCOG Foundation, Inc.","$65,000.00",Silverthorne,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Summit,Summit County Care Clinic,"$957,000.00",Frisco,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Summit,Summit County Child Care Resource and Referral,"$432,346.00",Dillon,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Summit,Summit County Family Resource Center,"$40,841.00",Dillon,Program,Health,,,,,
The Colorado Health Foundation,2012,Heart of CO,Summit,The Family Wellness Center,"$15,000.00",Frisco,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Cheyenne,Keefe Memorial Hospital,"$139,364.00",Cheyenne Wells,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Kit Carson,City of Burlington,"$250,000.00",Burlington,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.","$810,790.00",Limon,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Logan,Family Resource Center,"$7,500.00",Sterling,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Logan,Valley School District RE-1,"$156,053.00",Sterling,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Phillips,Northeast CO Board of Cooperateive Educational Services,"$822,296.00",Haxtun,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,"$7,500.00",Yuma,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Yuma,Wray Senior Community Center,"$60,000.00",Wray,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Grand,"Grand County Rural Health Network, Inc.","$356,285.00",Hot Sulphur Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Hayden School District RE-1,"$195,150.00",Hayden,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest Colorado BOCES,"$420,963.00",Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest CO Visiting Nurse Association,"$558,706.00",Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,South Routt School District RE-2,"$190,288.00",Oak Creek,Program,Health,,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,"$18,590.00",Alamosa,Program,Health,,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Comprehensive Mental Health Center,"$500,000.00",Alamosa,Program,Health,,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.","$1,000,000.00",Alamosa,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,Montrose,Midwestern Colorado Mental Health Center,"$284,333.00",Montrose,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,Montrose,"Olathe Community Clinic, Inc.","$242,267.00",Olathe,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,Montrose,"RSVP Coloraodo West, Inc.","$120,000.00",Montrose,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,Montrose,"Voans Pace, Inc.","$170,000.00",Montrose,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,San Miguel,Norwood School District ,"$25,000.00",Norwood,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,San Miguel,Telluride Foundation,"$150,000.00",Telluride,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,San Miguel,Uncompahgre Combined Clinics,"$254,000.00",Norwood,Program,Health,,,,,
The Colorado Health Foundation,2012,SanJuan,San Miguel,Wright Stuff Community Foundation,"$10,000.00",Norwood,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Bent,Las Animas School District,"$65,335.00",Las Animas,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Huerfano,Huerfano County Hospital District,"$580,576.00",Walsenburg,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Huerfano,La Veta School District RE-2,"$100,000.00",La Veta,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Huerfano,Spanish Peaks Healthcare Foundation,"$6,000.00",Walsenburg,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Otero,Southeast Mental Health Services,"$100,000.00",La Junta,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Otero,Town of Swink,"$150,000.00",Swink,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Prowers,Lamar School District RE-2,"$21,567.00",Lamar,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Prowers,Prowers County Public Health Nursing Service,"$177,155.00",Lamar,Program,Health,,,,,
The Colorado Health Foundation,2012,Southeast,Prowers,Wiley School District,"$6,000.00",Wiley,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,Dolores,Dolores County Health Association,"$232,425.00",Dove Creek,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,"Boys and Girls Club of La Plata County, Inc.","$130,500.00",La Plata,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,San Juan Basin Health Department,"$98,222.00",Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,San Juan Board of Cooperative Educational Services,"$690,935.00",Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,Southwest Colorado Mental Health Center,"$489,870.00",Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,Montezuma,Montezuma County Health Department,"$185,700.00",Cortez,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Delta,Delta County School District 50(J),"$406,897.00",Delta,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,"$15,000.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Hospice and Pallliative Care of Western Colorado,"$188,000.00",Grand Junction,Program,Hospice,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa County Retired and Senior Volunteer Program ,"$120,000.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa County Valley School District 51,"$275,000.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa Development Services,"$7,000.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Quality Health Network,"$653,500.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,St. Mary's Family Medical Center,"$199,100.00",Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Eagle,Eagle County Government,"$86,000.00",Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Eagle,Eagle County School District,"$489,458.00",Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Eagle,Western Eagle County Ambulance District,"$75,000.00",Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Eagle,Youth Foundation,"$368,700.00",Avon,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Garfield,"Colorado West, Inc.","$200,000.00",Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Garfield,Family Visitor Program of Garfield County,"$237,716.00",Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Garfield,Mountain Family Heatlh Center,"$400,000.00",Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Garfield,The Manaus Fund,"$210,816.00",Carbondale,Program,Health,,,,,
The Colorado Health Foundation,2012,WesternSlope,Pitkin,Children's Health Foundation,"$112,551.00",Aspen,Program,Health,,,,,
The Colorado Trust,2012,Heart of CO,Fremont,Senior Services Solutions Plus,"$5,000.00",Canon City,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of CO,Park,Rocky Mountain Rural Health,"$10,000.00",Fairplay,Program,Trust Action Grant,,,,,
The Colorado Trust,2012,Heart of CO,Teller,Cripple Creek-Victor School District RE-1,"$5,000.00",Cripple Creek,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,Chaffee County Public Health,"$5,000.00",Salida,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,Full Circle Center for Community Restorative Justice,"$5,000.00",Salida,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,"Salida Senior Daycare, Inc.","$5,000.00",Salida,Program,Access to Health,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,"Ark-Valley Human Society, Inc.","$1,000.00",Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,"Ark-Valley Human Society, Inc.","$2,000.00",Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,"Ark-Valley Human Society, Inc.","$1,200.00",Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of CO,Chaffee,"Ark-Valley Human Society, Inc.","$1,000.00",Buena Vista,Matching,,,,,,
The Colorado Trust,2012,Heart of CO,Custer,Hope Evangelical Lutheran Church of the Missouri Synod No. 1709,"$5,000.00",Westcliffe,Program,Access to Health,,,,,
The Colorado Trust,2012,Northeast,Logan,"Community Caring Hands, Inc.","$5,000.00",Sterling,,Human Services,,,,,
The Colorado Trust,2012,Northeast,Morgan,Eben Ezer Lutheran Care Center,"$5,000.00",Brush,Program,Access to Health,,,,,
The Colorado Trust,2012,Northeast,Morgan,OneMorgan County,"$9,600.00",Fort Morgan,Program,Convening for Colorado,,,,,
The Colorado Trust,2012,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,"$5,000.00",Akron,Program,Access to Health,,,,,
The Colorado Trust,2012,Northeast,Yuma,Regional Home Visitation,"$5,000.00",Yuma,Program,Access to Health,,,,,
The Colorado Trust,2012,Northwest,Grand,Grand Beginnings,"$122,000.00",Hot Sulphur Springs,Program,Access to Health,,,,,
The Colorado Trust,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,"$10,000.00",Steamboat Springs,Directed,,,,,,
The Colorado Trust,2012,San Luis Valley,Rio Grande,Valley Citizen's Foundation for Health Care,"$10,000.00",Del Norte,Directed,,,,,,
The Colorado Trust,2012,SanJuan,Gunnison,Gunnison Legacy Fund,"$1,000.00",Gunnison,Matching,,,,,,
The Colorado Trust,2012,SanJuan,San Miguel,San Miguel Resource Center,"$9,900.00",Telluride,Program,Access to Health,,,,,
The Colorado Trust,2012,Southeast,Otero,Southeast Mental Health Services,"$10,000.00",La Junta,Directed,,,,,,
The Colorado Trust,2012,Southwest,La Plata,Early Childhood Council of La Plata County,"$120,950.00",Durango,Program,Access to Health,,,,,
The Colorado Trust,2012,Southwest,Montezuma,The Pi–on Project,"$118,000.00",Cortez,Program,Access to Health,,,,,
The Colorado Trust,2012,Southwest,Montezuma,"Southwest Health Systems, Inc.","$12,658.00",Cortez,Program,Access to Health,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Partnership for Children and Families,"$122,000.00",Grand Junction,Program,Access to Health,,,,,
The Colorado Trust,2012,Western Slope,Mesa,John McConnell Math & Science Center of Western Colorado,"$10,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Land Conservancy Inc.,"$5,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.","$10,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Colorado Mesa University Foundation,"$20,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Colorado Riverfront Foundation, Inc.","$10,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,John McConnell Math & Science Center of Western Colorado,"$10,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Land Conservancy Inc.,"$2,000.00",Grand Junction,Matching,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.","$2,000.00",Grand Junction,Matching,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Western Slope Center for Children,"$5,000.00",Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Riverside Educational Center,"$5,000.00",Grand Junction,Directed,,,,,,
